worker_id,instance,rating_score
A37Y0ZB2TBZLFD,51de654e6985688b6997077739cd59c2_gpt4,89
A37Y0ZB2TBZLFD,51f07ffd318edcddfa2f7fb6103c14da_gpt4,92
A37Y0ZB2TBZLFD,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,87
A37Y0ZB2TBZLFD,d88e9532b4922da6ecb543c4e4bc828f_gpt4,85
A37Y0ZB2TBZLFD,0eb69b5181fbfb55f7db70a5a435d0c0_gpt35,88
A37Y0ZB2TBZLFD,67b95ed0c78485194622428b73f99ab6_gpt35,13
A37Y0ZB2TBZLFD,9268e416f5a9768d6f5b7de6e596b083_gpt35,89
A37Y0ZB2TBZLFD,dc1f24a9c2312fe8abe2a5dbdf6f35b9_gpt35,17
A37Y0ZB2TBZLFD,0784404b9548c2f913fc983f85a68885_llama2-70b,89
A37Y0ZB2TBZLFD,3abcc04d9af972c49e3635f30343a4aa_llama2-70b,89
A37Y0ZB2TBZLFD,ec074dc7e8e07ee7d642fc232c631fcf_llama2-70b,90
A37Y0ZB2TBZLFD,fe1e9530cf29ced7dbf8096de929fb67_llama2-70b,84
A37Y0ZB2TBZLFD,3700c4bb1e8354976207f11b9577d1bd_llama2-70b,96
A37Y0ZB2TBZLFD,59d8a1fe2b05e6ed62fce3c7d561287e_llama2-70b,93
A37Y0ZB2TBZLFD,d01b52c050a578bada210b44f959beb3_llama2-70b,92
A37Y0ZB2TBZLFD,d30bd3615322f678369e332b02be5091_llama2-70b,11
A37Y0ZB2TBZLFD,44701d7f1144f60929701fbaeefe8415_llama2-70b,82
A37Y0ZB2TBZLFD,7b6c86dee31757abd4e0638e90adbe09_llama2-70b,16
A37Y0ZB2TBZLFD,a020dac9dcff53d143165d7a465aa0f9_llama2-70b,82
A37Y0ZB2TBZLFD,dd1b6f76641236daf7e81542e99c42db_llama2-70b,17
A1GS52JKRG5BC3,51de654e6985688b6997077739cd59c2_gpt4,13
A1GS52JKRG5BC3,51f07ffd318edcddfa2f7fb6103c14da_gpt4,84
A1GS52JKRG5BC3,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,11
A1GS52JKRG5BC3,d88e9532b4922da6ecb543c4e4bc828f_gpt4,9
A1GS52JKRG5BC3,a49551f75da3400d4e394ff9ec0de104_gpt4,5
A1GS52JKRG5BC3,bddbb16d7f0f1189e10c31c8d7eb219f_gpt4,7
A1GS52JKRG5BC3,e2f329ba8673600592e1cec1826d0233_gpt4,74
A1GS52JKRG5BC3,e66f6ad36cd11d1ffd60f4454c8b17dc_gpt4,73
A1GS52JKRG5BC3,1643f3e44c9bcb8fd85e679188e9526a_gpt4,24
A1GS52JKRG5BC3,3f07314f131266088fea3b991c37cfbe_gpt4,66
A1GS52JKRG5BC3,4d74e871e8b730bdd3f4d5413530d3bd_gpt4,12
A1GS52JKRG5BC3,a0f636588f6a5ed0544c513bc9498445_gpt4,74
A1GS52JKRG5BC3,0fc55c62ac111cc39495b214c65aab29_gpt35,83
A1GS52JKRG5BC3,636f0aea25022f4a3d4f60dae3b77a4d_gpt35,91
A1GS52JKRG5BC3,a74ea124fc03521b4e5b4c37a1f55cc0_gpt35,93
A1GS52JKRG5BC3,e7389561eac2cfd1ab2f83a5327df55d_gpt35,86
A1GS52JKRG5BC3,a49551f75da3400d4e394ff9ec0de104_gpt35,77
A1GS52JKRG5BC3,bddbb16d7f0f1189e10c31c8d7eb219f_gpt35,86
A1GS52JKRG5BC3,e2f329ba8673600592e1cec1826d0233_gpt35,85
A1GS52JKRG5BC3,e66f6ad36cd11d1ffd60f4454c8b17dc_gpt35,87
A1GS52JKRG5BC3,132cc0e006a0453ef7923e886bfe053d_llama2-70b,73
A1GS52JKRG5BC3,1a48a50600650b62e10587f5a6356255_llama2-70b,59
A1GS52JKRG5BC3,c0e7f464cfb61636a24f8e2f3b8f2ab1_llama2-70b,65
A1GS52JKRG5BC3,c528f5e53e029fee09e6d1c0fb03078a_llama2-70b,10
A1GS52JKRG5BC3,1420df045728c9f0cd0be4605734a3b0_llama2-70b,74
A1GS52JKRG5BC3,29e542006ba432a0caf10947b672c7d0_llama2-70b,91
A1GS52JKRG5BC3,bd7efc7c7481055ccb4ee2cf78bf3034_llama2-70b,93
A1GS52JKRG5BC3,e9de43e464b2a30e6859c2dd36f932f5_llama2-70b,6
A1GS52JKRG5BC3,1643f3e44c9bcb8fd85e679188e9526a_llama2-70b,8
A1GS52JKRG5BC3,3f07314f131266088fea3b991c37cfbe_llama2-70b,66
A1GS52JKRG5BC3,4d74e871e8b730bdd3f4d5413530d3bd_llama2-70b,11
A1GS52JKRG5BC3,a0f636588f6a5ed0544c513bc9498445_llama2-70b,8
AP3Z76RH2IE8O,51de654e6985688b6997077739cd59c2_gpt4,11
AP3Z76RH2IE8O,51f07ffd318edcddfa2f7fb6103c14da_gpt4,79
AP3Z76RH2IE8O,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,76
AP3Z76RH2IE8O,d88e9532b4922da6ecb543c4e4bc828f_gpt4,14
AP3Z76RH2IE8O,0fc55c62ac111cc39495b214c65aab29_gpt4,81
AP3Z76RH2IE8O,636f0aea25022f4a3d4f60dae3b77a4d_gpt4,85
AP3Z76RH2IE8O,a74ea124fc03521b4e5b4c37a1f55cc0_gpt4,9
AP3Z76RH2IE8O,e7389561eac2cfd1ab2f83a5327df55d_gpt4,6
AP3Z76RH2IE8O,06b3afa146800484bf727f9d33e4e9f2_gpt4,85
AP3Z76RH2IE8O,3ee7bbf6b00d0dbeb1e8556c04b777c2_gpt4,87
AP3Z76RH2IE8O,520d516ab00c156c492b5fd1e45d2ff3_gpt4,90
AP3Z76RH2IE8O,e566995b2bc4b20ae5c027f79547554c_gpt4,88
AP3Z76RH2IE8O,020d547223b1dd78b09a4294faad27bb_gpt35,72
AP3Z76RH2IE8O,837db1a79f848c4c64fd8f994ccb6b3a_gpt35,64
AP3Z76RH2IE8O,a89cb42b83657f191d4abc29683ff669_gpt35,82
AP3Z76RH2IE8O,eda191b158a72f99c4e59b3e8c3f5a99_gpt35,17
AP3Z76RH2IE8O,4063365859c7241903fb4f96c7d96688_llama2-70b,74
AP3Z76RH2IE8O,4ddbe893fac8b26af866c9ba1766f481_llama2-70b,76
AP3Z76RH2IE8O,6a45466cfe77a2a109a3177309549923_llama2-70b,84
AP3Z76RH2IE8O,870d21ac1ed82b572f512d56c83f8c04_llama2-70b,65
AP3Z76RH2IE8O,35054e8285636c8d9d94f73635f3fad2_llama2-70b,79
AP3Z76RH2IE8O,82f2cb3c64ef3da58f0295b90f087d2e_llama2-70b,73
AP3Z76RH2IE8O,898cf5f1aa59c0bfdf9bbb18d0c7a6e6_llama2-70b,64
AP3Z76RH2IE8O,b6f5d0b8201786f2277379237d8954b7_llama2-70b,73
AP3Z76RH2IE8O,1420df045728c9f0cd0be4605734a3b0_llama2-70b,66
AP3Z76RH2IE8O,29e542006ba432a0caf10947b672c7d0_llama2-70b,75
AP3Z76RH2IE8O,bd7efc7c7481055ccb4ee2cf78bf3034_llama2-70b,37
AP3Z76RH2IE8O,e9de43e464b2a30e6859c2dd36f932f5_llama2-70b,73
A34H5VDE6B62VN,51de654e6985688b6997077739cd59c2_gpt4,7
A34H5VDE6B62VN,51f07ffd318edcddfa2f7fb6103c14da_gpt4,82
A34H5VDE6B62VN,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,70
A34H5VDE6B62VN,d88e9532b4922da6ecb543c4e4bc828f_gpt4,14
A34H5VDE6B62VN,0eb69b5181fbfb55f7db70a5a435d0c0_gpt4,88
A34H5VDE6B62VN,67b95ed0c78485194622428b73f99ab6_gpt4,17
A34H5VDE6B62VN,9268e416f5a9768d6f5b7de6e596b083_gpt4,87
A34H5VDE6B62VN,dc1f24a9c2312fe8abe2a5dbdf6f35b9_gpt4,9
A34H5VDE6B62VN,2b93003f1ce21d36d16e519ec583e3da_gpt4,11
A34H5VDE6B62VN,2d34a3aea4d3c073f21fb90919d00f37_gpt4,82
A34H5VDE6B62VN,4bc1f679ff7cfe6b56848f9b09d5aaaa_gpt4,90
A34H5VDE6B62VN,93ac268f2f4d23432e6a1f83ac4f8903_gpt4,23
A34H5VDE6B62VN,06b3afa146800484bf727f9d33e4e9f2_gpt35,13
A34H5VDE6B62VN,3ee7bbf6b00d0dbeb1e8556c04b777c2_gpt35,84
A34H5VDE6B62VN,520d516ab00c156c492b5fd1e45d2ff3_gpt35,95
A34H5VDE6B62VN,e566995b2bc4b20ae5c027f79547554c_gpt35,91
A34H5VDE6B62VN,0125ad6bdbdebb865949ea7357d32657_gpt35,90
A34H5VDE6B62VN,22ed5820b84b8f241fb82eafbdc88546_gpt35,6
A34H5VDE6B62VN,d60a52137ddb86ba506e367f62498bfd_gpt35,7
A34H5VDE6B62VN,f8beab78ae49d789bf752d45d980b505_gpt35,93
A34H5VDE6B62VN,7050b0a62e1b7ce21ce43393d9220cfa_llama2-70b,84
A34H5VDE6B62VN,7b7cde1eeb0dd59d5e9466229fa74855_llama2-70b,78
A34H5VDE6B62VN,b79ae5ea542449e6e75a39b405c6b98c_llama2-70b,84
A34H5VDE6B62VN,ec060b3aae1183c5e1731e3cba034e85_llama2-70b,79
A34H5VDE6B62VN,a49551f75da3400d4e394ff9ec0de104_llama2-70b,79
A34H5VDE6B62VN,bddbb16d7f0f1189e10c31c8d7eb219f_llama2-70b,81
A34H5VDE6B62VN,e2f329ba8673600592e1cec1826d0233_llama2-70b,20
A34H5VDE6B62VN,e66f6ad36cd11d1ffd60f4454c8b17dc_llama2-70b,86
A34H5VDE6B62VN,0125ad6bdbdebb865949ea7357d32657_llama2-70b,82
A34H5VDE6B62VN,22ed5820b84b8f241fb82eafbdc88546_llama2-70b,29
A34H5VDE6B62VN,d60a52137ddb86ba506e367f62498bfd_llama2-70b,22
A34H5VDE6B62VN,f8beab78ae49d789bf752d45d980b505_llama2-70b,30
A3Q3PI7WKSSTZN,51de654e6985688b6997077739cd59c2_gpt4,88
A3Q3PI7WKSSTZN,51f07ffd318edcddfa2f7fb6103c14da_gpt4,86
A3Q3PI7WKSSTZN,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,87
A3Q3PI7WKSSTZN,d88e9532b4922da6ecb543c4e4bc828f_gpt4,90
A3Q3PI7WKSSTZN,3e4918c0c8e4838c32ed77f8467399c6_gpt4,80
A3Q3PI7WKSSTZN,688bde5344b80bbcdb650e9f7bb354fc_gpt4,85
A3Q3PI7WKSSTZN,a4829132b492a50c9bbb822b9dfe8ba1_gpt4,79
A3Q3PI7WKSSTZN,ea49d042c5bbf91c1917dc97ecf4b0a5_gpt4,88
A3Q3PI7WKSSTZN,44701d7f1144f60929701fbaeefe8415_gpt4,82
A3Q3PI7WKSSTZN,7b6c86dee31757abd4e0638e90adbe09_gpt4,15
A3Q3PI7WKSSTZN,a020dac9dcff53d143165d7a465aa0f9_gpt4,9
A3Q3PI7WKSSTZN,dd1b6f76641236daf7e81542e99c42db_gpt4,88
A3Q3PI7WKSSTZN,06b3afa146800484bf727f9d33e4e9f2_gpt35,88
A3Q3PI7WKSSTZN,3ee7bbf6b00d0dbeb1e8556c04b777c2_gpt35,89
A3Q3PI7WKSSTZN,520d516ab00c156c492b5fd1e45d2ff3_gpt35,87
A3Q3PI7WKSSTZN,e566995b2bc4b20ae5c027f79547554c_gpt35,82
A3Q3PI7WKSSTZN,8d4be55e4176091d498e180d5e3fcdec_llama2-70b,84
A3Q3PI7WKSSTZN,9801595161cccfe42b25261d94b183bb_llama2-70b,27
A3Q3PI7WKSSTZN,982d99462b7f64f9e9b144bf389f1805_llama2-70b,83
A3Q3PI7WKSSTZN,bb552d64f9cf94fe787fb5a76e005364_llama2-70b,38
A3Q3PI7WKSSTZN,01630cce10f88c316eef89303fd05ee7_llama2-70b,89
A3Q3PI7WKSSTZN,421e3a4e4e22b76cc1a54a315da1ae36_llama2-70b,30
A3Q3PI7WKSSTZN,ab0dbc5a18f680badf21470dd8887d37_llama2-70b,87
A3Q3PI7WKSSTZN,d04b95aee316ff794f7ab76fcab638f4_llama2-70b,81
A3Q3PI7WKSSTZN,0bede8b87fbe1b9a62d1af8c72803e89_llama2-70b,81
A3Q3PI7WKSSTZN,9d297e57c5a58599a68033e3af37e721_llama2-70b,80
A3Q3PI7WKSSTZN,bad4aad54dcb14c4092b4174907aced3_llama2-70b,78
A3Q3PI7WKSSTZN,e18a61f69136d4c282b2ee9edbf3b262_llama2-70b,84
A30T090BGM0IMI,020d547223b1dd78b09a4294faad27bb_gpt4,91
A30T090BGM0IMI,837db1a79f848c4c64fd8f994ccb6b3a_gpt4,69
A30T090BGM0IMI,a89cb42b83657f191d4abc29683ff669_gpt4,89
A30T090BGM0IMI,eda191b158a72f99c4e59b3e8c3f5a99_gpt4,93
A30T090BGM0IMI,a49551f75da3400d4e394ff9ec0de104_gpt4,90
A30T090BGM0IMI,bddbb16d7f0f1189e10c31c8d7eb219f_gpt4,96
A30T090BGM0IMI,e2f329ba8673600592e1cec1826d0233_gpt4,31
A30T090BGM0IMI,e66f6ad36cd11d1ffd60f4454c8b17dc_gpt4,88
A30T090BGM0IMI,3700c4bb1e8354976207f11b9577d1bd_gpt35,73
A30T090BGM0IMI,59d8a1fe2b05e6ed62fce3c7d561287e_gpt35,98
A30T090BGM0IMI,d01b52c050a578bada210b44f959beb3_gpt35,80
A30T090BGM0IMI,d30bd3615322f678369e332b02be5091_gpt35,54
A30T090BGM0IMI,0883e481739f6ebfe3a2c564153e94a5_gpt35,95
A30T090BGM0IMI,5b10b998f02dd8314afe487bab53626a_gpt35,97
A30T090BGM0IMI,7202fca7eaec1f583cd2000c2d71c2d7_gpt35,93
A30T090BGM0IMI,89694e30b2b62b5a646a0ed9cbc38788_gpt35,98
A30T090BGM0IMI,0eb69b5181fbfb55f7db70a5a435d0c0_gpt35,72
A30T090BGM0IMI,67b95ed0c78485194622428b73f99ab6_gpt35,92
A30T090BGM0IMI,9268e416f5a9768d6f5b7de6e596b083_gpt35,80
A30T090BGM0IMI,dc1f24a9c2312fe8abe2a5dbdf6f35b9_gpt35,90
A30T090BGM0IMI,06b3afa146800484bf727f9d33e4e9f2_gpt35,63
A30T090BGM0IMI,3ee7bbf6b00d0dbeb1e8556c04b777c2_gpt35,94
A30T090BGM0IMI,520d516ab00c156c492b5fd1e45d2ff3_gpt35,67
A30T090BGM0IMI,e566995b2bc4b20ae5c027f79547554c_gpt35,83
A30T090BGM0IMI,61dcc08cdd85688e0f1a137036c89b74_gpt35,85
A30T090BGM0IMI,89d71943b387e6d5b70438ffa3dd8925_gpt35,58
A30T090BGM0IMI,bbeddfca550988ff6bddfc246c2e4436_gpt35,77
A30T090BGM0IMI,dedfd06ec00b86a90417aec111fce87f_gpt35,87
A2BC5O377KEL6N,020d547223b1dd78b09a4294faad27bb_gpt4,62
A2BC5O377KEL6N,837db1a79f848c4c64fd8f994ccb6b3a_gpt4,68
A2BC5O377KEL6N,a89cb42b83657f191d4abc29683ff669_gpt4,77
A2BC5O377KEL6N,eda191b158a72f99c4e59b3e8c3f5a99_gpt4,29
A2BC5O377KEL6N,132cc0e006a0453ef7923e886bfe053d_gpt4,87
A2BC5O377KEL6N,1a48a50600650b62e10587f5a6356255_gpt4,81
A2BC5O377KEL6N,c0e7f464cfb61636a24f8e2f3b8f2ab1_gpt4,84
A2BC5O377KEL6N,c528f5e53e029fee09e6d1c0fb03078a_gpt4,87
A2BC5O377KEL6N,1420df045728c9f0cd0be4605734a3b0_gpt4,36
A2BC5O377KEL6N,29e542006ba432a0caf10947b672c7d0_gpt4,63
A2BC5O377KEL6N,bd7efc7c7481055ccb4ee2cf78bf3034_gpt4,76
A2BC5O377KEL6N,e9de43e464b2a30e6859c2dd36f932f5_gpt4,79
A2BC5O377KEL6N,3e4918c0c8e4838c32ed77f8467399c6_gpt35,66
A2BC5O377KEL6N,688bde5344b80bbcdb650e9f7bb354fc_gpt35,38
A2BC5O377KEL6N,a4829132b492a50c9bbb822b9dfe8ba1_gpt35,83
A2BC5O377KEL6N,ea49d042c5bbf91c1917dc97ecf4b0a5_gpt35,74
A2BC5O377KEL6N,1420df045728c9f0cd0be4605734a3b0_gpt35,71
A2BC5O377KEL6N,29e542006ba432a0caf10947b672c7d0_gpt35,73
A2BC5O377KEL6N,bd7efc7c7481055ccb4ee2cf78bf3034_gpt35,38
A2BC5O377KEL6N,e9de43e464b2a30e6859c2dd36f932f5_gpt35,71
A2BC5O377KEL6N,42dba2241ed1ef7e6c707aaa61e3aff2_llama2-70b,79
A2BC5O377KEL6N,50337af9e43e1c0443c712671b753a99_llama2-70b,77
A2BC5O377KEL6N,530a094b9fbf479c784a1ce67e47c6b4_llama2-70b,14
A2BC5O377KEL6N,b9ea41b22f020eff5ea1f09507904630_llama2-70b,82
A2BC5O377KEL6N,0eb69b5181fbfb55f7db70a5a435d0c0_llama2-70b,86
A2BC5O377KEL6N,67b95ed0c78485194622428b73f99ab6_llama2-70b,29
A2BC5O377KEL6N,9268e416f5a9768d6f5b7de6e596b083_llama2-70b,5
A2BC5O377KEL6N,dc1f24a9c2312fe8abe2a5dbdf6f35b9_llama2-70b,83
A2BC5O377KEL6N,2b93003f1ce21d36d16e519ec583e3da_llama2-70b,4
A2BC5O377KEL6N,2d34a3aea4d3c073f21fb90919d00f37_llama2-70b,84
A2BC5O377KEL6N,4bc1f679ff7cfe6b56848f9b09d5aaaa_llama2-70b,9
A2BC5O377KEL6N,93ac268f2f4d23432e6a1f83ac4f8903_llama2-70b,83
A2W91LUNJYMM4N,020d547223b1dd78b09a4294faad27bb_gpt4,13
A2W91LUNJYMM4N,837db1a79f848c4c64fd8f994ccb6b3a_gpt4,18
A2W91LUNJYMM4N,a89cb42b83657f191d4abc29683ff669_gpt4,91
A2W91LUNJYMM4N,eda191b158a72f99c4e59b3e8c3f5a99_gpt4,91
A2W91LUNJYMM4N,01630cce10f88c316eef89303fd05ee7_gpt4,93
A2W91LUNJYMM4N,421e3a4e4e22b76cc1a54a315da1ae36_gpt4,94
A2W91LUNJYMM4N,ab0dbc5a18f680badf21470dd8887d37_gpt4,14
A2W91LUNJYMM4N,d04b95aee316ff794f7ab76fcab638f4_gpt4,91
A2W91LUNJYMM4N,132cc0e006a0453ef7923e886bfe053d_gpt4,93
A2W91LUNJYMM4N,1a48a50600650b62e10587f5a6356255_gpt4,91
A2W91LUNJYMM4N,c0e7f464cfb61636a24f8e2f3b8f2ab1_gpt4,75
A2W91LUNJYMM4N,c528f5e53e029fee09e6d1c0fb03078a_gpt4,15
A2W91LUNJYMM4N,0125ad6bdbdebb865949ea7357d32657_gpt35,84
A2W91LUNJYMM4N,22ed5820b84b8f241fb82eafbdc88546_gpt35,15
A2W91LUNJYMM4N,d60a52137ddb86ba506e367f62498bfd_gpt35,83
A2W91LUNJYMM4N,f8beab78ae49d789bf752d45d980b505_gpt35,87
A2W91LUNJYMM4N,42dba2241ed1ef7e6c707aaa61e3aff2_llama2-70b,24
A2W91LUNJYMM4N,50337af9e43e1c0443c712671b753a99_llama2-70b,31
A2W91LUNJYMM4N,530a094b9fbf479c784a1ce67e47c6b4_llama2-70b,31
A2W91LUNJYMM4N,b9ea41b22f020eff5ea1f09507904630_llama2-70b,25
A2W91LUNJYMM4N,3e4918c0c8e4838c32ed77f8467399c6_llama2-70b,24
A2W91LUNJYMM4N,688bde5344b80bbcdb650e9f7bb354fc_llama2-70b,77
A2W91LUNJYMM4N,a4829132b492a50c9bbb822b9dfe8ba1_llama2-70b,85
A2W91LUNJYMM4N,ea49d042c5bbf91c1917dc97ecf4b0a5_llama2-70b,27
A2W91LUNJYMM4N,132cc0e006a0453ef7923e886bfe053d_llama2-70b,83
A2W91LUNJYMM4N,1a48a50600650b62e10587f5a6356255_llama2-70b,83
A2W91LUNJYMM4N,c0e7f464cfb61636a24f8e2f3b8f2ab1_llama2-70b,28
A2W91LUNJYMM4N,c528f5e53e029fee09e6d1c0fb03078a_llama2-70b,30
A32YOD79DL837P,020d547223b1dd78b09a4294faad27bb_gpt4,92
A32YOD79DL837P,837db1a79f848c4c64fd8f994ccb6b3a_gpt4,89
A32YOD79DL837P,a89cb42b83657f191d4abc29683ff669_gpt4,91
A32YOD79DL837P,eda191b158a72f99c4e59b3e8c3f5a99_gpt4,91
A32YOD79DL837P,2b93003f1ce21d36d16e519ec583e3da_gpt4,89
A32YOD79DL837P,2d34a3aea4d3c073f21fb90919d00f37_gpt4,92
A32YOD79DL837P,4bc1f679ff7cfe6b56848f9b09d5aaaa_gpt4,93
A32YOD79DL837P,93ac268f2f4d23432e6a1f83ac4f8903_gpt4,92
A32YOD79DL837P,0784404b9548c2f913fc983f85a68885_llama2-70b,89
A32YOD79DL837P,3abcc04d9af972c49e3635f30343a4aa_llama2-70b,85
A32YOD79DL837P,ec074dc7e8e07ee7d642fc232c631fcf_llama2-70b,87
A32YOD79DL837P,fe1e9530cf29ced7dbf8096de929fb67_llama2-70b,85
A32YOD79DL837P,020d547223b1dd78b09a4294faad27bb_llama2-70b,17
A32YOD79DL837P,837db1a79f848c4c64fd8f994ccb6b3a_llama2-70b,89
A32YOD79DL837P,a89cb42b83657f191d4abc29683ff669_llama2-70b,13
A32YOD79DL837P,eda191b158a72f99c4e59b3e8c3f5a99_llama2-70b,13
A32YOD79DL837P,0125ad6bdbdebb865949ea7357d32657_llama2-70b,90
A32YOD79DL837P,22ed5820b84b8f241fb82eafbdc88546_llama2-70b,84
A32YOD79DL837P,d60a52137ddb86ba506e367f62498bfd_llama2-70b,82
A32YOD79DL837P,f8beab78ae49d789bf752d45d980b505_llama2-70b,91
A1M83YBOSAC9UQ,020d547223b1dd78b09a4294faad27bb_gpt4,94
A1M83YBOSAC9UQ,837db1a79f848c4c64fd8f994ccb6b3a_gpt4,91
A1M83YBOSAC9UQ,a89cb42b83657f191d4abc29683ff669_gpt4,93
A1M83YBOSAC9UQ,eda191b158a72f99c4e59b3e8c3f5a99_gpt4,92
A1M83YBOSAC9UQ,42dba2241ed1ef7e6c707aaa61e3aff2_gpt4,94
A1M83YBOSAC9UQ,50337af9e43e1c0443c712671b753a99_gpt4,95
A1M83YBOSAC9UQ,530a094b9fbf479c784a1ce67e47c6b4_gpt4,96
A1M83YBOSAC9UQ,b9ea41b22f020eff5ea1f09507904630_gpt4,95
A1M83YBOSAC9UQ,132cc0e006a0453ef7923e886bfe053d_gpt4,95
A1M83YBOSAC9UQ,1a48a50600650b62e10587f5a6356255_gpt4,97
A1M83YBOSAC9UQ,c0e7f464cfb61636a24f8e2f3b8f2ab1_gpt4,90
A1M83YBOSAC9UQ,c528f5e53e029fee09e6d1c0fb03078a_gpt4,94
A1M83YBOSAC9UQ,020d547223b1dd78b09a4294faad27bb_llama2-70b,82
A1M83YBOSAC9UQ,837db1a79f848c4c64fd8f994ccb6b3a_llama2-70b,7
A1M83YBOSAC9UQ,a89cb42b83657f191d4abc29683ff669_llama2-70b,84
A1M83YBOSAC9UQ,eda191b158a72f99c4e59b3e8c3f5a99_llama2-70b,7
A1M83YBOSAC9UQ,434f423391ea5ec6e9e85a87adc56d5c_llama2-70b,6
A1M83YBOSAC9UQ,5d8f28f1ea509f6061e752fed84ce382_llama2-70b,6
A1M83YBOSAC9UQ,66af23f535bc2f1bd77664734be18c01_llama2-70b,10
A1M83YBOSAC9UQ,8d7f8166c8bb6344d0b8f3c89af32039_llama2-70b,15
A1M83YBOSAC9UQ,0bede8b87fbe1b9a62d1af8c72803e89_llama2-70b,87
A1M83YBOSAC9UQ,9d297e57c5a58599a68033e3af37e721_llama2-70b,8
A1M83YBOSAC9UQ,bad4aad54dcb14c4092b4174907aced3_llama2-70b,84
A1M83YBOSAC9UQ,e18a61f69136d4c282b2ee9edbf3b262_llama2-70b,84
A3RTHA7MUNT5Z6,42dba2241ed1ef7e6c707aaa61e3aff2_gpt4,86
A3RTHA7MUNT5Z6,50337af9e43e1c0443c712671b753a99_gpt4,69
A3RTHA7MUNT5Z6,530a094b9fbf479c784a1ce67e47c6b4_gpt4,17
A3RTHA7MUNT5Z6,b9ea41b22f020eff5ea1f09507904630_gpt4,84
A3RTHA7MUNT5Z6,1420df045728c9f0cd0be4605734a3b0_gpt4,16
